source_id,title,provider,source_type,relevance_score,recommended_action,should_ingest,reason,estimated_download_size,estimated_cost,risk,url,query,doi,pdf_url,open_access_url,metadata
src_cc800ea8,THE LOCAL HOSTS OF TYPE Ia SUPERNOVAE,openalex,paper_metadata,0.0,skip,False,LLM Source Selector did not choose this source for ingestion or metadata reading.,,unknown,low,https://doi.org/10.1088/0004-637x/707/2/1449,Ia supernova light curve AND (peak magnitude OR decay rate) AND (host galaxy OR progenitor),https://doi.org/10.1088/0004-637x/707/2/1449,https://iopscience.iop.org/article/10.1088/0004-637X/707/2/1449/pdf,https://iopscience.iop.org/article/10.1088/0004-637X/707/2/1449/pdf,"{""url"": ""https://doi.org/10.1088/0004-637x/707/2/1449"", ""query"": ""Ia supernova light curve AND (peak magnitude OR decay rate) AND (host galaxy OR progenitor)"", ""doi"": ""https://doi.org/10.1088/0004-637x/707/2/1449"", ""pdf_url"": ""https://iopscience.iop.org/article/10.1088/0004-637X/707/2/1449/pdf"", ""open_access_url"": ""https://iopscience.iop.org/article/10.1088/0004-637X/707/2/1449/pdf"", ""selection_decision"": ""omitted""}"
src_16293c47,The Zwicky Transient Facility Bright Transient Survey. II. A Public Statistical Sample for Exploring Supernova Demographics*,openalex,paper_metadata,0.0,skip,False,LLM Source Selector did not choose this source for ingestion or metadata reading.,,unknown,low,https://doi.org/10.3847/1538-4357/abbd98,Ia supernova light curve AND (peak magnitude OR decay rate) AND (host galaxy OR progenitor),https://doi.org/10.3847/1538-4357/abbd98,https://iopscience.iop.org/article/10.3847/1538-4357/abbd98/pdf,https://iopscience.iop.org/article/10.3847/1538-4357/abbd98/pdf,"{""url"": ""https://doi.org/10.3847/1538-4357/abbd98"", ""query"": ""Ia supernova light curve AND (peak magnitude OR decay rate) AND (host galaxy OR progenitor)"", ""doi"": ""https://doi.org/10.3847/1538-4357/abbd98"", ""pdf_url"": ""https://iopscience.iop.org/article/10.3847/1538-4357/abbd98/pdf"", ""open_access_url"": ""https://iopscience.iop.org/article/10.3847/1538-4357/abbd98/pdf"", ""selection_decision"": ""omitted""}"
src_ca5af46f,Final Results from the Hubble Space Telescope Key Project to Measure the Hubble Constant,openalex,paper_metadata,0.0,skip,False,LLM Source Selector did not choose this source for ingestion or metadata reading.,,unknown,low,https://doi.org/10.1086/320638,Ia supernova light curve AND (peak magnitude OR decay rate) AND (host galaxy OR progenitor),https://doi.org/10.1086/320638,https://iopscience.iop.org/article/10.1086/320638/pdf,https://iopscience.iop.org/article/10.1086/320638/pdf,"{""url"": ""https://doi.org/10.1086/320638"", ""query"": ""Ia supernova light curve AND (peak magnitude OR decay rate) AND (host galaxy OR progenitor)"", ""doi"": ""https://doi.org/10.1086/320638"", ""pdf_url"": ""https://iopscience.iop.org/article/10.1086/320638/pdf"", ""open_access_url"": ""https://iopscience.iop.org/article/10.1086/320638/pdf"", ""selection_decision"": ""omitted""}"
src_cf4dc870,The Hubble diagram of type Ia supernovae as a function of host galaxy morphology,openalex,paper_metadata,0.0,skip,False,LLM Source Selector did not choose this source for ingestion or metadata reading.,,unknown,low,https://doi.org/10.1046/j.1365-8711.2003.06312.x,Ia supernova light curve AND (peak magnitude OR decay rate) AND (host galaxy OR progenitor),https://doi.org/10.1046/j.1365-8711.2003.06312.x,https://academic.oup.com/mnras/article-pdf/340/4/1057/4145339/340-4-1057.pdf,https://academic.oup.com/mnras/article-pdf/340/4/1057/4145339/340-4-1057.pdf,"{""url"": ""https://doi.org/10.1046/j.1365-8711.2003.06312.x"", ""query"": ""Ia supernova light curve AND (peak magnitude OR decay rate) AND (host galaxy OR progenitor)"", ""doi"": ""https://doi.org/10.1046/j.1365-8711.2003.06312.x"", ""pdf_url"": ""https://academic.oup.com/mnras/article-pdf/340/4/1057/4145339/340-4-1057.pdf"", ""open_access_url"": ""https://academic.oup.com/mnras/article-pdf/340/4/1057/4145339/340-4-1057.pdf"", ""selection_decision"": ""omitted""}"
src_f6e85b47,THE MAN BEHIND THE CURTAIN: X-RAYS DRIVE THE UV THROUGH NIR VARIABILITY IN THE 2013 ACTIVE GALACTIC NUCLEUS OUTBURST IN NGC 2617,openalex,paper_metadata,0.0,skip,False,LLM Source Selector did not choose this source for ingestion or metadata reading.,,unknown,low,https://doi.org/10.1088/0004-637x/788/1/48,Ia supernova light curve AND (peak magnitude OR decay rate) AND (host galaxy OR progenitor),https://doi.org/10.1088/0004-637x/788/1/48,https://iopscience.iop.org/article/10.1088/0004-637X/788/1/48/pdf,https://iopscience.iop.org/article/10.1088/0004-637X/788/1/48/pdf,"{""url"": ""https://doi.org/10.1088/0004-637x/788/1/48"", ""query"": ""Ia supernova light curve AND (peak magnitude OR decay rate) AND (host galaxy OR progenitor)"", ""doi"": ""https://doi.org/10.1088/0004-637x/788/1/48"", ""pdf_url"": ""https://iopscience.iop.org/article/10.1088/0004-637X/788/1/48/pdf"", ""open_access_url"": ""https://iopscience.iop.org/article/10.1088/0004-637X/788/1/48/pdf"", ""selection_decision"": ""omitted""}"
src_1be997cb,Optical Light Curves of the Type I[CLC]a[/CLC] Supernovae SN 1990N and SN 1991T,openalex,paper_metadata,0.0,skip,False,LLM Source Selector did not choose this source for ingestion or metadata reading.,,unknown,low,https://doi.org/10.1086/300175,Ia supernova light curve AND (peak magnitude OR decay rate) AND (host galaxy OR progenitor),https://doi.org/10.1086/300175,https://iopscience.iop.org/article/10.1086/300175/pdf,https://iopscience.iop.org/article/10.1086/300175/pdf,"{""url"": ""https://doi.org/10.1086/300175"", ""query"": ""Ia supernova light curve AND (peak magnitude OR decay rate) AND (host galaxy OR progenitor)"", ""doi"": ""https://doi.org/10.1086/300175"", ""pdf_url"": ""https://iopscience.iop.org/article/10.1086/300175/pdf"", ""open_access_url"": ""https://iopscience.iop.org/article/10.1086/300175/pdf"", ""selection_decision"": ""omitted""}"
src_165d45d5,SN 2006gy: An Extremely Luminous Supernova in the Galaxy NGC 1260,openalex,paper_metadata,0.0,skip,False,LLM Source Selector did not choose this source for ingestion or metadata reading.,,unknown,low,https://doi.org/10.1086/516749,Ia supernova light curve AND (peak magnitude OR decay rate) AND (host galaxy OR progenitor),https://doi.org/10.1086/516749,https://iopscience.iop.org/article/10.1086/516749/pdf,https://iopscience.iop.org/article/10.1086/516749/pdf,"{""url"": ""https://doi.org/10.1086/516749"", ""query"": ""Ia supernova light curve AND (peak magnitude OR decay rate) AND (host galaxy OR progenitor)"", ""doi"": ""https://doi.org/10.1086/516749"", ""pdf_url"": ""https://iopscience.iop.org/article/10.1086/516749/pdf"", ""open_access_url"": ""https://iopscience.iop.org/article/10.1086/516749/pdf"", ""selection_decision"": ""omitted""}"
src_96ac7ec1,The Data Release of the Sloan Digital Sky Survey-II Supernova Survey,openalex,paper_metadata,0.0,skip,False,LLM Source Selector did not choose this source for ingestion or metadata reading.,,unknown,low,https://doi.org/10.1088/1538-3873/aab4e0,Ia supernova light curve AND (peak magnitude OR decay rate) AND (host galaxy OR progenitor),https://doi.org/10.1088/1538-3873/aab4e0,https://iopscience.iop.org/article/10.1088/1538-3873/aab4e0/pdf,https://iopscience.iop.org/article/10.1088/1538-3873/aab4e0/pdf,"{""url"": ""https://doi.org/10.1088/1538-3873/aab4e0"", ""query"": ""Ia supernova light curve AND (peak magnitude OR decay rate) AND (host galaxy OR progenitor)"", ""doi"": ""https://doi.org/10.1088/1538-3873/aab4e0"", ""pdf_url"": ""https://iopscience.iop.org/article/10.1088/1538-3873/aab4e0/pdf"", ""open_access_url"": ""https://iopscience.iop.org/article/10.1088/1538-3873/aab4e0/pdf"", ""selection_decision"": ""omitted""}"
src_c915fd55,The host galaxies of Type Ia supernovae discovered by the Palomar Transient Factory,openalex,paper_metadata,0.0,skip,False,LLM Source Selector did not choose this source for ingestion or metadata reading.,,unknown,low,https://doi.org/10.1093/mnras/stt2287,Ia supernova light curve AND (peak magnitude OR decay rate) AND (host galaxy OR progenitor),https://doi.org/10.1093/mnras/stt2287,https://academic.oup.com/mnras/article-pdf/438/2/1391/18500527/stt2287.pdf,https://academic.oup.com/mnras/article-pdf/438/2/1391/18500527/stt2287.pdf,"{""url"": ""https://doi.org/10.1093/mnras/stt2287"", ""query"": ""Ia supernova light curve AND (peak magnitude OR decay rate) AND (host galaxy OR progenitor)"", ""doi"": ""https://doi.org/10.1093/mnras/stt2287"", ""pdf_url"": ""https://academic.oup.com/mnras/article-pdf/438/2/1391/18500527/stt2287.pdf"", ""open_access_url"": ""https://academic.oup.com/mnras/article-pdf/438/2/1391/18500527/stt2287.pdf"", ""selection_decision"": ""omitted""}"
src_2efbd461,Gemini Spectroscopy of Supernovae from the Supernova Legacy Survey: Improving High‐Redshift Supernova Selection and Classification,openalex,paper_metadata,0.0,skip,False,LLM Source Selector did not choose this source for ingestion or metadata reading.,,unknown,low,https://doi.org/10.1086/497119,Ia supernova light curve AND (peak magnitude OR decay rate) AND (host galaxy OR progenitor),https://doi.org/10.1086/497119,https://iopscience.iop.org/article/10.1086/497119/pdf,https://iopscience.iop.org/article/10.1086/497119/pdf,"{""url"": ""https://doi.org/10.1086/497119"", ""query"": ""Ia supernova light curve AND (peak magnitude OR decay rate) AND (host galaxy OR progenitor)"", ""doi"": ""https://doi.org/10.1086/497119"", ""pdf_url"": ""https://iopscience.iop.org/article/10.1086/497119/pdf"", ""open_access_url"": ""https://iopscience.iop.org/article/10.1086/497119/pdf"", ""selection_decision"": ""omitted""}"
src_0c7e0526,TYPE Iax SUPERNOVAE: A NEW CLASS OF STELLAR EXPLOSION,openalex,paper_metadata,0.0,skip,False,LLM Source Selector did not choose this source for ingestion or metadata reading.,,unknown,low,https://doi.org/10.1088/0004-637x/767/1/57,Ia supernova light curve AND (peak magnitude OR decay rate) AND (host galaxy OR progenitor),https://doi.org/10.1088/0004-637x/767/1/57,https://iopscience.iop.org/article/10.1088/0004-637X/767/1/57/pdf,https://iopscience.iop.org/article/10.1088/0004-637X/767/1/57/pdf,"{""url"": ""https://doi.org/10.1088/0004-637x/767/1/57"", ""query"": ""Ia supernova light curve AND (peak magnitude OR decay rate) AND (host galaxy OR progenitor)"", ""doi"": ""https://doi.org/10.1088/0004-637x/767/1/57"", ""pdf_url"": ""https://iopscience.iop.org/article/10.1088/0004-637X/767/1/57/pdf"", ""open_access_url"": ""https://iopscience.iop.org/article/10.1088/0004-637X/767/1/57/pdf"", ""selection_decision"": ""omitted""}"
src_03e767ec,Type-Ia Supernova Rates and the Progenitor Problem: A Review,openalex,paper_metadata,0.0,skip,False,LLM Source Selector did not choose this source for ingestion or metadata reading.,,unknown,low,https://doi.org/10.1071/as11052,Ia supernova light curve AND (peak magnitude OR decay rate) AND (host galaxy OR progenitor),https://doi.org/10.1071/as11052,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/7E4AB6A714BF2FBE92DEA13AAFDF1E0D/S1323358000001430a.pdf/div-class-title-type-ia-supernova-rates-and-the-progenitor-problem-a-review-div.pdf,https://www.cambridge.org/core/services/aop-cambridge-core/content/view/7E4AB6A714BF2FBE92DEA13AAFDF1E0D/S1323358000001430a.pdf/div-class-title-type-ia-supernova-rates-and-the-progenitor-problem-a-review-div.pdf,"{""url"": ""https://doi.org/10.1071/as11052"", ""query"": ""Ia supernova light curve AND (peak magnitude OR decay rate) AND (host galaxy OR progenitor)"", ""doi"": ""https://doi.org/10.1071/as11052"", ""pdf_url"": ""https://www.cambridge.org/core/services/aop-cambridge-core/content/view/7E4AB6A714BF2FBE92DEA13AAFDF1E0D/S1323358000001430a.pdf/div-class-title-type-ia-supernova-rates-and-the-progenitor-problem-a-review-div.pdf"", ""open_access_url"": ""https://www.cambridge.org/core/services/aop-cambridge-core/content/view/7E4AB6A714BF2FBE92DEA13AAFDF1E0D/S1323358000001430a.pdf/div-class-title-type-ia-supernova-rates-and-the-progenitor-problem-a-review-div.pdf"", ""selection_decision"": ""omitted""}"
src_7ecd9dc2,IMPROVED CONSTRAINTS ON TYPE Ia SUPERNOVA HOST GALAXY PROPERTIES USING MULTI-WAVELENGTH PHOTOMETRY AND THEIR CORRELATIONS WITH SUPERNOVA PROPERTIES,openalex,paper_metadata,0.0,skip,False,LLM Source Selector did not choose this source for ingestion or metadata reading.,,unknown,low,https://doi.org/10.1088/0004-637x/740/2/92,Ia supernova light curve AND (peak magnitude OR decay rate) AND (host galaxy OR progenitor),https://doi.org/10.1088/0004-637x/740/2/92,https://iopscience.iop.org/article/10.1088/0004-637X/740/2/92/pdf,https://iopscience.iop.org/article/10.1088/0004-637X/740/2/92/pdf,"{""url"": ""https://doi.org/10.1088/0004-637x/740/2/92"", ""query"": ""Ia supernova light curve AND (peak magnitude OR decay rate) AND (host galaxy OR progenitor)"", ""doi"": ""https://doi.org/10.1088/0004-637x/740/2/92"", ""pdf_url"": ""https://iopscience.iop.org/article/10.1088/0004-637X/740/2/92/pdf"", ""open_access_url"": ""https://iopscience.iop.org/article/10.1088/0004-637X/740/2/92/pdf"", ""selection_decision"": ""omitted""}"
src_9c4cb9a9,Theoretical Models of the Halo Occupation Distribution: Separating Central and Satellite Galaxies,openalex,paper_metadata,0.0,skip,False,LLM Source Selector did not choose this source for ingestion or metadata reading.,,unknown,low,https://doi.org/10.1086/466510,Ia supernova light curve AND (peak magnitude OR decay rate) AND (host galaxy OR progenitor),https://doi.org/10.1086/466510,https://iopscience.iop.org/article/10.1086/466510/pdf,https://iopscience.iop.org/article/10.1086/466510/pdf,"{""url"": ""https://doi.org/10.1086/466510"", ""query"": ""Ia supernova light curve AND (peak magnitude OR decay rate) AND (host galaxy OR progenitor)"", ""doi"": ""https://doi.org/10.1086/466510"", ""pdf_url"": ""https://iopscience.iop.org/article/10.1086/466510/pdf"", ""open_access_url"": ""https://iopscience.iop.org/article/10.1086/466510/pdf"", ""selection_decision"": ""omitted""}"
src_643675b6,GENERALIZED SEMI-ANALYTICAL MODELS OF SUPERNOVA LIGHT CURVES,openalex,paper_metadata,0.0,skip,False,LLM Source Selector did not choose this source for ingestion or metadata reading.,,unknown,low,https://doi.org/10.1088/0004-637x/746/2/121,Ia supernova light curve AND (peak magnitude OR decay rate) AND (host galaxy OR progenitor),https://doi.org/10.1088/0004-637x/746/2/121,https://iopscience.iop.org/article/10.1088/0004-637X/746/2/121/pdf,https://iopscience.iop.org/article/10.1088/0004-637X/746/2/121/pdf,"{""url"": ""https://doi.org/10.1088/0004-637x/746/2/121"", ""query"": ""Ia supernova light curve AND (peak magnitude OR decay rate) AND (host galaxy OR progenitor)"", ""doi"": ""https://doi.org/10.1088/0004-637x/746/2/121"", ""pdf_url"": ""https://iopscience.iop.org/article/10.1088/0004-637X/746/2/121/pdf"", ""open_access_url"": ""https://iopscience.iop.org/article/10.1088/0004-637X/746/2/121/pdf"", ""selection_decision"": ""omitted""}"
src_69a38b95,THE CARNEGIE SUPERNOVA PROJECT: FIRST PHOTOMETRY DATA RELEASE OF LOW-REDSHIFT TYPE Ia SUPERNOVAE,openalex,paper_metadata,0.0,skip,False,LLM Source Selector did not choose this source for ingestion or metadata reading.,,unknown,low,https://doi.org/10.1088/0004-6256/139/2/519,Ia supernova light curve AND (peak magnitude OR decay rate) AND (host galaxy OR progenitor),https://doi.org/10.1088/0004-6256/139/2/519,https://iopscience.iop.org/article/10.1088/0004-6256/139/2/519/pdf,https://iopscience.iop.org/article/10.1088/0004-6256/139/2/519/pdf,"{""url"": ""https://doi.org/10.1088/0004-6256/139/2/519"", ""query"": ""Ia supernova light curve AND (peak magnitude OR decay rate) AND (host galaxy OR progenitor)"", ""doi"": ""https://doi.org/10.1088/0004-6256/139/2/519"", ""pdf_url"": ""https://iopscience.iop.org/article/10.1088/0004-6256/139/2/519/pdf"", ""open_access_url"": ""https://iopscience.iop.org/article/10.1088/0004-6256/139/2/519/pdf"", ""selection_decision"": ""omitted""}"
src_4a1ee213,The infrared supernova rate in starburst galaxies,openalex,paper_metadata,0.0,skip,False,LLM Source Selector did not choose this source for ingestion or metadata reading.,,unknown,low,https://doi.org/10.1051/0004-6361:20030198,Ia supernova light curve AND (peak magnitude OR decay rate) AND (host galaxy OR progenitor),https://doi.org/10.1051/0004-6361:20030198,https://www.aanda.org/articles/aa/pdf/2003/14/aah4107.pdf,https://www.aanda.org/articles/aa/pdf/2003/14/aah4107.pdf,"{""url"": ""https://doi.org/10.1051/0004-6361:20030198"", ""query"": ""Ia supernova light curve AND (peak magnitude OR decay rate) AND (host galaxy OR progenitor)"", ""doi"": ""https://doi.org/10.1051/0004-6361:20030198"", ""pdf_url"": ""https://www.aanda.org/articles/aa/pdf/2003/14/aah4107.pdf"", ""open_access_url"": ""https://www.aanda.org/articles/aa/pdf/2003/14/aah4107.pdf"", ""selection_decision"": ""omitted""}"
src_dbe5367f,Measuring the Hubble constant with Type Ia supernovae as near-infrared standard candles,openalex,paper_metadata,0.0,skip,False,LLM Source Selector did not choose this source for ingestion or metadata reading.,,unknown,low,https://doi.org/10.1051/0004-6361/201731501,Ia supernova light curve AND (peak magnitude OR decay rate) AND (host galaxy OR progenitor),https://doi.org/10.1051/0004-6361/201731501,https://www.aanda.org/articles/aa/pdf/2018/01/aa31501-17.pdf,https://www.aanda.org/articles/aa/pdf/2018/01/aa31501-17.pdf,"{""url"": ""https://doi.org/10.1051/0004-6361/201731501"", ""query"": ""Ia supernova light curve AND (peak magnitude OR decay rate) AND (host galaxy OR progenitor)"", ""doi"": ""https://doi.org/10.1051/0004-6361/201731501"", ""pdf_url"": ""https://www.aanda.org/articles/aa/pdf/2018/01/aa31501-17.pdf"", ""open_access_url"": ""https://www.aanda.org/articles/aa/pdf/2018/01/aa31501-17.pdf"", ""selection_decision"": ""omitted""}"
src_51a9033a,Long γ-ray bursts and core-collapse supernovae have different environments,openalex,paper_metadata,0.0,skip,False,LLM Source Selector did not choose this source for ingestion or metadata reading.,,unknown,low,https://doi.org/10.1038/nature04787,Ia supernova light curve AND (peak magnitude OR decay rate) AND (host galaxy OR progenitor),https://doi.org/10.1038/nature04787,https://arxiv.org/pdf/astro-ph/0603537,https://arxiv.org/pdf/astro-ph/0603537,"{""url"": ""https://doi.org/10.1038/nature04787"", ""query"": ""Ia supernova light curve AND (peak magnitude OR decay rate) AND (host galaxy OR progenitor)"", ""doi"": ""https://doi.org/10.1038/nature04787"", ""pdf_url"": ""https://arxiv.org/pdf/astro-ph/0603537"", ""open_access_url"": ""https://arxiv.org/pdf/astro-ph/0603537"", ""selection_decision"": ""omitted""}"
src_e9233c17,RATES AND DELAY TIMES OF TYPE Ia SUPERNOVAE,openalex,paper_metadata,0.0,skip,False,LLM Source Selector did not choose this source for ingestion or metadata reading.,,unknown,low,https://doi.org/10.1088/0004-637x/699/2/2026,Ia supernova light curve AND (peak magnitude OR decay rate) AND (host galaxy OR progenitor),https://doi.org/10.1088/0004-637x/699/2/2026,https://iopscience.iop.org/article/10.1088/0004-637X/699/2/2026/pdf,https://iopscience.iop.org/article/10.1088/0004-637X/699/2/2026/pdf,"{""url"": ""https://doi.org/10.1088/0004-637x/699/2/2026"", ""query"": ""Ia supernova light curve AND (peak magnitude OR decay rate) AND (host galaxy OR progenitor)"", ""doi"": ""https://doi.org/10.1088/0004-637x/699/2/2026"", ""pdf_url"": ""https://iopscience.iop.org/article/10.1088/0004-637X/699/2/2026/pdf"", ""open_access_url"": ""https://iopscience.iop.org/article/10.1088/0004-637X/699/2/2026/pdf"", ""selection_decision"": ""omitted""}"
src_00dd9be3,UBVRI Light Curves of 44 Type Ia Supernovae,openalex,paper_metadata,0.0,skip,False,LLM Source Selector did not choose this source for ingestion or metadata reading.,,unknown,low,https://doi.org/10.1086/497989,Ia supernova light curve AND (peak magnitude OR decay rate) AND (host galaxy OR progenitor),https://doi.org/10.1086/497989,https://iopscience.iop.org/article/10.1086/497989/pdf,https://iopscience.iop.org/article/10.1086/497989/pdf,"{""url"": ""https://doi.org/10.1086/497989"", ""query"": ""Ia supernova light curve AND (peak magnitude OR decay rate) AND (host galaxy OR progenitor)"", ""doi"": ""https://doi.org/10.1086/497989"", ""pdf_url"": ""https://iopscience.iop.org/article/10.1086/497989/pdf"", ""open_access_url"": ""https://iopscience.iop.org/article/10.1086/497989/pdf"", ""selection_decision"": ""omitted""}"
src_a0edce3c,THE AGES OF TYPE Ia SUPERNOVA PROGENITORS,openalex,paper_metadata,0.0,skip,False,LLM Source Selector did not choose this source for ingestion or metadata reading.,,unknown,low,https://doi.org/10.1088/0004-6256/140/3/804,Ia supernova light curve AND (peak magnitude OR decay rate) AND (host galaxy OR progenitor),https://doi.org/10.1088/0004-6256/140/3/804,https://iopscience.iop.org/article/10.1088/0004-6256/140/3/804/pdf,https://iopscience.iop.org/article/10.1088/0004-6256/140/3/804/pdf,"{""url"": ""https://doi.org/10.1088/0004-6256/140/3/804"", ""query"": ""Ia supernova light curve AND (peak magnitude OR decay rate) AND (host galaxy OR progenitor)"", ""doi"": ""https://doi.org/10.1088/0004-6256/140/3/804"", ""pdf_url"": ""https://iopscience.iop.org/article/10.1088/0004-6256/140/3/804/pdf"", ""open_access_url"": ""https://iopscience.iop.org/article/10.1088/0004-6256/140/3/804/pdf"", ""selection_decision"": ""omitted""}"
src_5cfe552d,SN 2008ha: AN EXTREMELY LOW LUMINOSITY AND EXCEPTIONALLY LOW ENERGY SUPERNOVA,openalex,paper_metadata,0.0,skip,False,LLM Source Selector did not choose this source for ingestion or metadata reading.,,unknown,low,https://doi.org/10.1088/0004-6256/138/2/376,Ia supernova light curve AND (peak magnitude OR decay rate) AND (host galaxy OR progenitor),https://doi.org/10.1088/0004-6256/138/2/376,https://iopscience.iop.org/article/10.1088/0004-6256/138/2/376/pdf,https://iopscience.iop.org/article/10.1088/0004-6256/138/2/376/pdf,"{""url"": ""https://doi.org/10.1088/0004-6256/138/2/376"", ""query"": ""Ia supernova light curve AND (peak magnitude OR decay rate) AND (host galaxy OR progenitor)"", ""doi"": ""https://doi.org/10.1088/0004-6256/138/2/376"", ""pdf_url"": ""https://iopscience.iop.org/article/10.1088/0004-6256/138/2/376/pdf"", ""open_access_url"": ""https://iopscience.iop.org/article/10.1088/0004-6256/138/2/376/pdf"", ""selection_decision"": ""omitted""}"
src_65530cdd,Optical Light Curve of the Type I[CLC]a[/CLC] Supernova 1998[CLC]bu[/CLC] in M96 and the Supernova Calibration of the Hubble Constant,openalex,paper_metadata,0.0,skip,False,LLM Source Selector did not choose this source for ingestion or metadata reading.,,unknown,low,https://doi.org/10.1086/300771,Ia supernova light curve AND (peak magnitude OR decay rate) AND (host galaxy OR progenitor),https://doi.org/10.1086/300771,https://iopscience.iop.org/article/10.1086/300771/pdf,https://iopscience.iop.org/article/10.1086/300771/pdf,"{""url"": ""https://doi.org/10.1086/300771"", ""query"": ""Ia supernova light curve AND (peak magnitude OR decay rate) AND (host galaxy OR progenitor)"", ""doi"": ""https://doi.org/10.1086/300771"", ""pdf_url"": ""https://iopscience.iop.org/article/10.1086/300771/pdf"", ""open_access_url"": ""https://iopscience.iop.org/article/10.1086/300771/pdf"", ""selection_decision"": ""omitted""}"
src_47ce484f,Untitled OpenAlex work,openalex,paper_metadata,0.0,skip,False,LLM Source Selector did not choose this source for ingestion or metadata reading.,,unknown,low,https://openalex.org/W3099700692,Ia supernova light curve AND (peak magnitude OR decay rate) AND (host galaxy OR progenitor),,https://researchportal.port.ac.uk/portal/en/publications/the-effect-of-host-galaxies-on-type-ia-supernovae-in-the-sdssii-supernova-survey(95841386-8d8c-4073-baf0-f8a29484394a).html,https://researchportal.port.ac.uk/portal/en/publications/the-effect-of-host-galaxies-on-type-ia-supernovae-in-the-sdssii-supernova-survey(95841386-8d8c-4073-baf0-f8a29484394a).html,"{""url"": ""https://openalex.org/W3099700692"", ""query"": ""Ia supernova light curve AND (peak magnitude OR decay rate) AND (host galaxy OR progenitor)"", ""doi"": null, ""pdf_url"": ""https://researchportal.port.ac.uk/portal/en/publications/the-effect-of-host-galaxies-on-type-ia-supernovae-in-the-sdssii-supernova-survey(95841386-8d8c-4073-baf0-f8a29484394a).html"", ""open_access_url"": ""https://researchportal.port.ac.uk/portal/en/publications/the-effect-of-host-galaxies-on-type-ia-supernovae-in-the-sdssii-supernova-survey(95841386-8d8c-4073-baf0-f8a29484394a).html"", ""selection_decision"": ""omitted""}"
src_d9df5505,The Type Ia Supernova 1998bu in M96 and the Hubble Constant,openalex,paper_metadata,0.0,skip,False,LLM Source Selector did not choose this source for ingestion or metadata reading.,,unknown,low,https://doi.org/10.1086/313275,Ia supernova light curve AND (peak magnitude OR decay rate) AND (host galaxy OR progenitor),https://doi.org/10.1086/313275,https://iopscience.iop.org/article/10.1086/313275/pdf,https://iopscience.iop.org/article/10.1086/313275/pdf,"{""url"": ""https://doi.org/10.1086/313275"", ""query"": ""Ia supernova light curve AND (peak magnitude OR decay rate) AND (host galaxy OR progenitor)"", ""doi"": ""https://doi.org/10.1086/313275"", ""pdf_url"": ""https://iopscience.iop.org/article/10.1086/313275/pdf"", ""open_access_url"": ""https://iopscience.iop.org/article/10.1086/313275/pdf"", ""selection_decision"": ""omitted""}"
src_f17a7656,The Type Ia Supernova Color–Magnitude Relation and Host Galaxy Dust: A Simple Hierarchical Bayesian Model,openalex,paper_metadata,0.0,skip,False,LLM Source Selector did not choose this source for ingestion or metadata reading.,,unknown,low,https://doi.org/10.3847/1538-4357/aa6038,Ia supernova light curve AND (peak magnitude OR decay rate) AND (host galaxy OR progenitor),https://doi.org/10.3847/1538-4357/aa6038,https://iopscience.iop.org/article/10.3847/1538-4357/aa6038/pdf,https://iopscience.iop.org/article/10.3847/1538-4357/aa6038/pdf,"{""url"": ""https://doi.org/10.3847/1538-4357/aa6038"", ""query"": ""Ia supernova light curve AND (peak magnitude OR decay rate) AND (host galaxy OR progenitor)"", ""doi"": ""https://doi.org/10.3847/1538-4357/aa6038"", ""pdf_url"": ""https://iopscience.iop.org/article/10.3847/1538-4357/aa6038/pdf"", ""open_access_url"": ""https://iopscience.iop.org/article/10.3847/1538-4357/aa6038/pdf"", ""selection_decision"": ""omitted""}"
src_e3816c0a,The Peculiar SN 2005hk: Do Some Type Ia Supernovae Explode as Deflagrations?,openalex,paper_metadata,0.0,skip,False,LLM Source Selector did not choose this source for ingestion or metadata reading.,,unknown,low,https://doi.org/10.1086/518372,Ia supernova light curve AND (peak magnitude OR decay rate) AND (host galaxy OR progenitor),https://doi.org/10.1086/518372,https://iopscience.iop.org/article/10.1086/518372/pdf,https://iopscience.iop.org/article/10.1086/518372/pdf,"{""url"": ""https://doi.org/10.1086/518372"", ""query"": ""Ia supernova light curve AND (peak magnitude OR decay rate) AND (host galaxy OR progenitor)"", ""doi"": ""https://doi.org/10.1086/518372"", ""pdf_url"": ""https://iopscience.iop.org/article/10.1086/518372/pdf"", ""open_access_url"": ""https://iopscience.iop.org/article/10.1086/518372/pdf"", ""selection_decision"": ""omitted""}"
