source_id,title,provider,source_type,published,year,decision,priority,source_role,priority_score,reason,matched_requirements,expected_extractable_fields,risk_notes,url,query,pdf_url,doi
src_1596246d,Quantitative comparison between Type Ia supernova spectra at low and high redshifts: A case study,arxiv,paper,2007-03-24T10:09:59Z,,metadata_only,medium,supporting_paper,0.6,比较了高红移与低红移Ia型超新星光谱，确认其相似性，支持宇宙学一致性假设。,"redshift, host_galaxy_type","spectral similarity, z=0.279 peculiar event",,http://arxiv.org/abs/astro-ph/0703629v1,Ia supernova light curve peak magnitude decline rate,https://arxiv.org/pdf/astro-ph/0703629v1,
src_24e27a27,Near-infrared light curves of Type Ia supernovae: Studying the properties of the second maximum,arxiv,paper,2015-02-02T18:26:12Z,,deep_read,high,primary_paper,0.9,系统研究了近红外第二最大值的相位与光度，发现其与镍铁质量密切相关，为光变曲线物理成因提供新线索。,"peak_magnitude, decay_rate, filter_band","phase of second maximum, late-phase NIR luminosity, correlation with Ni/Fe mass",,http://arxiv.org/abs/1502.00568v1,Ia supernova light curve peak magnitude decline rate,https://arxiv.org/pdf/1502.00568v1,
src_ced89ae0,ZTF SN Ia DR2: An environmental study of Type Ia supernovae using host galaxy image decomposition,arxiv,paper,2024-11-18T19:18:13Z,,deep_read,high,primary_paper,0.95,该论文是ZTF SN Ia DR2数据发布的核心论文，提供了3628个低红移SNe Ia的统一样本，包含光变曲线、宿主星系分解结果及环境关联分析，直接满足用户对峰值星等、衰减率、宿主星系类型和前身星模型证据的整合需求。,"peak magnitude and associated filter band, decay rate (e.g., delta m15, stretch factor), progenitor system evidence, host galaxy type and redshift, observation telescope and filter band","supernova_name, redshift, peak_magnitude, filter_band, decay_rate, observation_telescope, host_galaxy_type, paper_title, material, method, metric_value, unit, condition",,http://arxiv.org/abs/2411.11986v1,Ia supernova light curve peak magnitude decline rate,https://arxiv.org/pdf/2411.11986v1,
src_5c7cb02d,ZTF SN Ia DR2: Overview,arxiv,paper,2024-09-06T15:27:58Z,,deep_read,high,primary_paper,0.9,作为ZTF SN Ia DR2的概述论文，明确说明了数据集的完整性、质量控制标准和可用资源（如force-photometry gri-band light curves、光谱、宿主属性），是构建统一数据集的关键元信息来源。,"light curve fit parameters and residuals, observation telescope and filter band, cross_survey_comparisons, metadata on data provenance and confidence","supernova_name, redshift, peak_magnitude, filter_band, decay_rate, observation_telescope, host_galaxy_type, paper_title, material, method, metric_value, unit, condition",,http://arxiv.org/abs/2409.04346v2,Ia supernova light curve peak magnitude decline rate,https://arxiv.org/pdf/2409.04346v2,
src_f70eea15,The Ultraviolet Brightest Type Ia Supernova 2011de,arxiv,paper,2014-08-05T16:49:40Z,,deep_read,high,primary_paper,0.85,该论文研究UV/Optical光变曲线，发现SN 2011de为迄今最亮的UV型Ia超新星，提出其可能源于白矮星与红巨星伴星的相互作用，直接提供关于前身星模型的观测证据，支持‘来源证据’提取。,"progenitor system evidence, peak magnitude and associated filter band, observation telescope and filter band","supernova_name, redshift, peak_magnitude, filter_band, observation_telescope, progenitor_model, paper_title, material, method, metric_value, unit, condition",,http://arxiv.org/abs/1408.1033v1,Ia supernova light curve peak magnitude decline rate,https://arxiv.org/pdf/1408.1033v1,10.1088/2041-8205/796/1/l18
src_15bafd4a,Diversity of Decline-Rate-Corrected Type Ia Supernova Rise Times: One Mode or Two?,arxiv,paper,2007-05-05T05:05:22Z,2007.0,deep_read,high,supporting_paper,0.8,该论文首次测量了衰减率修正后的Ia超新星上升时间分布，并指出其对宇宙学距离比较存在系统性偏差，为理解光变曲线形状与物理起源之间的关系提供关键理论支撑。,"decay rate (e.g., delta m15, stretch factor), light curve fit parameters and residuals, cross_survey_comparisons","supernova_name, redshift, peak_magnitude, filter_band, decay_rate, observation_telescope, host_galaxy_type, paper_title, material, method, metric_value, unit, condition",,http://arxiv.org/abs/0705.0726v2,Ia supernova light curve peak magnitude decline rate,https://arxiv.org/pdf/0705.0726v2,10.1086/523089
src_37776428,"Explosion Models for Type Ia Supernovae: A Comparison with Observed Light Curves, distances, H_o and q_o",arxiv,paper,1996-02-06T14:43:51Z,,deep_read,high,supporting_paper,0.8,该论文系统比较了多种Ia超新星爆炸模型与观测光变曲线，建立了理论与观测之间的桥梁，尤其对镍元素产量与光变曲线亮度的关系有定量分析，支持前身星模型验证。,"progenitor system evidence, peak magnitude and associated filter band, decay rate (e.g., delta m15, stretch factor)","supernova_name, redshift, peak_magnitude, filter_band, decay_rate, observation_telescope, host_galaxy_type, progenitor_model, paper_title, material, method, metric_value, unit, condition",,http://arxiv.org/abs/astro-ph/9602025v1,Ia supernova light curve peak magnitude decline rate,https://arxiv.org/pdf/astro-ph/9602025v1,
src_153d72f6,Nebular velocities in type Ia Supernovae and their relationship to light curves,arxiv,paper,1998-03-19T16:23:26Z,,deep_read,high,supporting_paper,0.75,该论文首次通过观测证实了铁核膨胀速度与光变曲线衰减速率之间的相关性，为“峰值星等—衰减速率—前身星能量”链条提供了直接证据。,"decay rate (e.g., delta m15, stretch factor), progenitor system evidence","supernova_name, redshift, peak_magnitude, filter_band, decay_rate, observation_telescope, host_galaxy_type, progenitor_model, paper_title, material, method, metric_value, unit, condition",,http://arxiv.org/abs/astro-ph/9803229v1,Ia supernova light curve peak magnitude decline rate,https://arxiv.org/pdf/astro-ph/9803229v1,
src_00721120,Multiband Optical Photometry and Bolometric Light Curve of the Type Ia Supernova 2004S,arxiv,paper,2005-04-07T16:50:42Z,,deep_read,medium,supporting_paper,0.7,该论文提供了SN 2004S的多波段光变曲线与玻色光变曲线，估算出镍-56质量为0.41 M☉，有助于理解光变曲线形状与爆炸物理参数的关系。,"peak magnitude and associated filter band, decay rate (e.g., delta m15, stretch factor), progenitor system evidence","supernova_name, redshift, peak_magnitude, filter_band, decay_rate, observation_telescope, host_galaxy_type, progenitor_model, paper_title, material, method, metric_value, unit, condition",,http://arxiv.org/abs/astro-ph/0504183v1,Ia supernova light curve peak magnitude decline rate,https://arxiv.org/pdf/astro-ph/0504183v1,
src_3560720a,Optical Light Curves of the Type Ia Supernovae 1990N and 1991T,arxiv,paper,1997-09-25T20:47:04Z,,deep_read,medium,supporting_paper,0.7,该论文提供了SN 1990N和1991T的高质量U BVRI光变曲线模板，是早期标准样本的重要参考，可用于跨巡天校准。,"peak magnitude and associated filter band, decay rate (e.g., delta m15, stretch factor), observation telescope and filter band","supernova_name, redshift, peak_magnitude, filter_band, decay_rate, observation_telescope, host_galaxy_type, paper_title, material, method, metric_value, unit, condition",,http://arxiv.org/abs/astro-ph/9709262v1,Ia supernova light curve peak magnitude decline rate,https://arxiv.org/pdf/astro-ph/9709262v1,
src_f643ebb7,A Precise Distance Indicator: Type Ia Supernova Multicolor Light Curve Shapes,arxiv,paper,1996-04-24T19:03:37Z,,deep_read,medium,supporting_paper,0.7,该论文提出了MLCS方法，是早期用于标准化Ia超新星距离的重要工具，其方法论仍具参考价值。,"light curve fit parameters and residuals, observation telescope and filter band","supernova_name, redshift, peak_magnitude, filter_band, decay_rate, observation_telescope, host_galaxy_type, paper_title, material, method, metric_value, unit, condition",,http://arxiv.org/abs/astro-ph/9604143v1,Ia supernova light curve peak magnitude decline rate,https://arxiv.org/pdf/astro-ph/9604143v1,
src_d268d165,The Spectroscopic Diversity of Type Ia Supernovae,arxiv,paper,2012-03-21T20:33:17Z,,deep_read,medium,supporting_paper,0.65,该论文提供了462个Ia超新星的光谱多样性分析，揭示了速度梯度与光变曲线的关系，有助于理解子类差异。,"light curve fit parameters and residuals, progenitor system evidence","supernova_name, redshift, peak_magnitude, filter_band, decay_rate, observation_telescope, host_galaxy_type, progenitor_model, paper_title, material, method, metric_value, unit, condition",,http://arxiv.org/abs/1203.4832v2,Ia supernova light curve peak magnitude decline rate,https://arxiv.org/pdf/1203.4832v2,
src_65fe001b,Light curves for off-centre ignition models of type Ia supernovae,arxiv,paper,2007-03-29T16:03:40Z,,deep_read,medium,supporting_paper,0.65,该论文研究了非中心点火模型的光变曲线，揭示了视角效应可能影响标准烛光的系统误差，对模型验证具有重要意义。,"progenitor system evidence, light curve fit parameters and residuals","supernova_name, redshift, peak_magnitude, filter_band, decay_rate, observation_telescope, host_galaxy_type, progenitor_model, paper_title, material, method, metric_value, unit, condition",,http://arxiv.org/abs/astro-ph/0703764v1,Ia supernova light curve peak magnitude decline rate,https://arxiv.org/pdf/astro-ph/0703764v1,
src_52dae29e,Semi-analytical Light Curve Model for Transients Preceding Binary Mergers. I: Supernova Precursor Emission from Compact Object Companions,arxiv,paper,2026-07-22T18:00:00Z,,deep_read,low,primary_paper,0.6,该论文发表于2026年7月22日，当前日期为2026年7月21日，尚未正式发布，无法获取完整内容，但其标题涉及SN前兆光变曲线建模，具有前瞻性价值。,"progenitor system evidence, light curve fit parameters and residuals","supernova_name, redshift, peak_magnitude, filter_band, decay_rate, observation_telescope, host_galaxy_type, progenitor_model, paper_title, material, method, metric_value, unit, condition",publication date is after current date; may not be available yet,http://arxiv.org/abs/2607.20599v1,Ia supernova light curve peak magnitude decline rate,https://arxiv.org/pdf/2607.20599v1,
src_ab59561f,An Empirical Fitting Method for Type Ia Supernova Light Curves. II. Estimating the First-Light Time and Rise Time,arxiv,paper,2016-12-08T16:55:02Z,,metadata_only,medium,supporting_paper,0.6,该论文研究了Ia超新星的上升时间，虽与衰减率相关，但未直接提供峰值星等或滤镜带信息，仅作为补充背景。,"decay rate (e.g., delta m15, stretch factor)",,,http://arxiv.org/abs/1612.02725v3,Ia supernova light curve peak magnitude decline rate,https://arxiv.org/pdf/1612.02725v3,10.3847/1538-4357/aa8b19
src_a255ff7c,Light curve studies of nearby Type Ia Supernovae with a Multi-band Stretch method,arxiv,paper,2008-07-08T13:44:35Z,,metadata_only,medium,supporting_paper,0.6,该论文提出多波段拉伸法，但未提供具体数值或数据表，仅作为方法论参考。,"decay rate (e.g., delta m15, stretch factor)",,,http://arxiv.org/abs/0807.1244v1,Ia supernova light curve peak magnitude decline rate,https://arxiv.org/pdf/0807.1244v1,
src_f5a5d7dd,Type Ia Supernova Light Curve Inference: Hierarchical Models in the Optical and Near Infrared,arxiv,paper,2010-11-26T21:00:01Z,,metadata_only,medium,supporting_paper,0.6,该论文提出光学与近红外联合建模框架，但未在摘要中提供具体数值，适合后续深度阅读。,"light curve fit parameters and residuals, observation telescope and filter band",,,http://arxiv.org/abs/1011.5910v3,Ia supernova light curve peak magnitude decline rate,https://arxiv.org/pdf/1011.5910v3,
src_f3b6a71f,Early Time Light Curves of Type Ia Supernovae Observed with TESS,arxiv,paper,2019-04-03T18:00:07Z,,metadata_only,medium,supporting_paper,0.6,该论文研究TESS早期光变曲线，但未报告具体峰值星等或衰减速率值，仅作为观测策略参考。,observation telescope and filter band,,,http://arxiv.org/abs/1904.02171v2,Ia supernova light curve peak magnitude decline rate,https://arxiv.org/pdf/1904.02171v2,
src_67d22492,Intermediate-band Photometry of Type Ia Supernovae,arxiv,paper,2004-09-15T17:21:15Z,,metadata_only,medium,supporting_paper,0.6,该论文使用中间波段测光，但未提供核心数据，仅作为技术方法补充。,observation telescope and filter band,,,http://arxiv.org/abs/astro-ph/0409375v1,Ia supernova light curve peak magnitude decline rate,https://arxiv.org/pdf/astro-ph/0409375v1,
src_bc543d93,Optical Light Curve of the Type Ia Supernova 1998bu in M96 and the Supernova Calibration of the Hubble Constant,arxiv,paper,1998-11-12T21:58:47Z,,metadata_only,low,supporting_paper,0.55,该论文年代久远（1998年），虽有Cepheid校准，但缺乏现代多波段数据，仅作历史背景参考。,"peak magnitude and associated filter band, observation telescope and filter band",,outdated publication date,http://arxiv.org/abs/astro-ph/9811205v1,Ia supernova light curve peak magnitude decline rate,https://arxiv.org/pdf/astro-ph/9811205v1,
src_dd013c09,Using Double-peaked Supernova Light Curves to Study Extended Material,arxiv,paper,2015-05-26T20:00:15Z,,metadata_only,low,supporting_paper,0.55,该论文讨论双峰光变曲线，但不针对Ia型超新星，属于其他类型超新星研究，与目标不符。,,,"off-topic: discusses Type Ic SNe, not Type Ia",http://arxiv.org/abs/1505.07103v2,Ia supernova light curve peak magnitude decline rate,https://arxiv.org/pdf/1505.07103v2,
src_3d5d31cc,The Hubble Space Telescope Cluster Supernova Survey: II. The Type Ia Supernova Rate in High-Redshift Galaxy Clusters,arxiv,paper,2010-10-27T20:00:05Z,,metadata_only,low,supporting_paper,0.55,该论文研究高红移星系团中的Ia超新星率，与本地光变曲线分析无关，仅作背景参考。,,,off-topic: high-redshift cluster study,http://arxiv.org/abs/1010.5786v3,Ia supernova light curve peak magnitude decline rate,https://arxiv.org/pdf/1010.5786v3,
